,end,val,accn,fy,fp,form,filed,frame,ticker
1219,2021-12-31,83184000000,0000313616-24-000052,2023.0,FY,10-K,2024-02-21,CY2021Q4I,DHR
1220,2022-12-31,84350000000,0000313616-23-000087,2022.0,FY,10-K,2023-02-22,,DHR
1221,2022-12-31,84350000000,0000313616-24-000052,2023.0,FY,10-K,2024-02-21,CY2022Q4I,DHR
1222,2023-12-31,84488000000,0000313616-24-000052,2023.0,FY,10-K,2024-02-21,,DHR
1223,2009-07-25,68128000000,0001193125-10-213400,2010.0,FY,10-K,2010-09-21,,CSCO
1224,2010-07-31,81130000000,0001193125-10-213400,2010.0,FY,10-K,2010-09-21,,CSCO
1225,2010-07-31,81130000000,0001193125-11-247394,2011.0,FY,10-K,2011-09-14,CY2010Q2I,CSCO
1226,2011-07-30,87095000000,0001193125-11-247394,2011.0,FY,10-K,2011-09-14,,CSCO
1227,2011-07-30,87095000000,0001193125-12-388590,2012.0,FY,10-K,2012-09-12,CY2011Q2I,CSCO
1228,2012-07-28,91759000000,0001193125-12-388590,2012.0,FY,10-K,2012-09-12,,CSCO
1229,2012-07-28,91759000000,0000858877-13-000049,2013.0,FY,10-K,2013-09-10,CY2012Q2I,CSCO
1230,2013-07-27,101191000000,0000858877-13-000049,2013.0,FY,10-K,2013-09-10,,CSCO
1231,2013-07-27,101191000000,0000858877-14-000029,2014.0,FY,10-K,2014-09-09,CY2013Q2I,CSCO
1232,2014-07-26,105134000000,0000858877-14-000029,2014.0,FY,10-K,2014-09-09,,CSCO
1233,2014-07-26,105070000000,0000858877-15-000070,2015.0,FY,10-K,2015-09-08,CY2014Q2I,CSCO
1234,2015-07-25,113481000000,0000858877-15-000070,2015.0,FY,10-K,2015-09-08,,CSCO
1235,2015-07-25,113373000000,0000858877-16-000117,2016.0,FY,10-K,2016-09-08,CY2015Q2I,CSCO
1236,2016-07-30,121652000000,0000858877-16-000117,2016.0,FY,10-K,2016-09-08,,CSCO
1237,2016-07-30,121652000000,0000858877-17-000016,2017.0,FY,10-K,2017-09-07,CY2016Q2I,CSCO
1238,2017-07-29,129818000000,0000858877-17-000016,2017.0,FY,10-K,2017-09-07,,CSCO
1239,2017-07-29,129818000000,0000858877-18-000011,2018.0,FY,10-K,2018-09-06,CY2017Q2I,CSCO
1240,2018-07-28,108784000000,0000858877-18-000011,2018.0,FY,10-K,2018-09-06,,CSCO
1241,2018-07-28,108784000000,0000858877-19-000012,2019.0,FY,10-K,2019-09-05,CY2018Q2I,CSCO
1242,2018-07-29,109872000000,0000858877-19-000012,2019.0,FY,10-K,2019-09-05,,CSCO
1243,2019-07-27,97793000000,0000858877-19-000012,2019.0,FY,10-K,2019-09-05,,CSCO
1244,2019-07-27,97793000000,0000858877-20-000010,2020.0,FY,10-K,2020-09-03,CY2019Q2I,CSCO
1245,2020-07-25,94853000000,0000858877-20-000010,2020.0,FY,10-K,2020-09-03,,CSCO
1246,2020-07-25,94853000000,0000858877-21-000013,2021.0,FY,10-K,2021-09-09,CY2020Q2I,CSCO
1247,2021-07-31,97497000000,0000858877-21-000013,2021.0,FY,10-K,2021-09-09,,CSCO
1248,2021-07-31,97497000000,0000858877-22-000013,2022.0,FY,10-K,2022-09-08,CY2021Q2I,CSCO
1249,2022-07-30,94002000000,0000858877-22-000013,2022.0,FY,10-K,2022-09-08,,CSCO
1250,2022-07-30,94002000000,0000858877-23-000023,2023.0,FY,10-K,2023-09-07,CY2022Q2I,CSCO
1251,2023-07-29,101852000000,0000858877-23-000023,2023.0,FY,10-K,2023-09-07,,CSCO
1252,2008-12-31,28461500000,0001193125-10-042025,2009.0,FY,10-K,2010-02-26,,MCD
1253,2008-12-31,28461500000,0001193125-11-046701,2010.0,FY,10-K,2011-02-25,CY2008Q4I,MCD
1254,2009-12-31,30224900000,0001193125-10-042025,2009.0,FY,10-K,2010-02-26,,MCD
1255,2009-12-31,30224900000,0001193125-11-046701,2010.0,FY,10-K,2011-02-25,,MCD
1256,2009-12-31,30224900000,0001193125-12-077317,2011.0,FY,10-K,2012-02-24,CY2009Q4I,MCD
1257,2010-12-31,31975200000,0001193125-11-046701,2010.0,FY,10-K,2011-02-25,,MCD
1258,2010-12-31,31975200000,0001193125-12-077317,2011.0,FY,10-K,2012-02-24,,MCD
1259,2010-12-31,31975200000,0000063908-13-000010,2012.0,FY,10-K,2013-02-25,CY2010Q4I,MCD
1260,2011-12-31,32989900000,0001193125-12-077317,2011.0,FY,10-K,2012-02-24,,MCD
1261,2011-12-31,32989900000,0000063908-13-000010,2012.0,FY,10-K,2013-02-25,,MCD
1262,2011-12-31,32989900000,0000063908-14-000019,2013.0,FY,10-K,2014-02-24,CY2011Q4I,MCD
1263,2012-12-31,35386500000,0000063908-13-000010,2012.0,FY,10-K,2013-02-25,,MCD
1264,2012-12-31,35386500000,0000063908-14-000019,2013.0,FY,10-K,2014-02-24,,MCD
1265,2012-12-31,35386500000,0000063908-15-000016,2014.0,FY,10-K,2015-02-24,CY2012Q4I,MCD
1266,2013-12-31,36626300000,0000063908-14-000019,2013.0,FY,10-K,2014-02-24,,MCD
1267,2013-12-31,36626300000,0000063908-15-000016,2014.0,FY,10-K,2015-02-24,,MCD
1268,2013-12-31,36626300000,0000063908-16-000103,2015.0,FY,10-K,2016-02-25,CY2013Q4I,MCD
1269,2014-12-31,34281400000,0000063908-15-000016,2014.0,FY,10-K,2015-02-24,,MCD
1270,2014-12-31,34227400000,0000063908-16-000103,2015.0,FY,10-K,2016-02-25,,MCD
1271,2014-12-31,34227400000,0000063908-17-000017,2016.0,FY,10-K,2017-03-01,CY2014Q4I,MCD
1272,2015-12-31,37938700000,0000063908-16-000103,2015.0,FY,10-K,2016-02-25,,MCD
1273,2015-12-31,37938700000,0000063908-17-000017,2016.0,FY,10-K,2017-03-01,,MCD
1274,2015-12-31,37938700000,0000063908-18-000010,2017.0,FY,10-K,2018-02-23,CY2015Q4I,MCD
1275,2016-12-31,31023900000,0000063908-17-000017,2016.0,FY,10-K,2017-03-01,,MCD
1276,2016-12-31,31023900000,0000063908-18-000010,2017.0,FY,10-K,2018-02-23,,MCD
1277,2016-12-31,31023900000,0000063908-19-000010,2018.0,FY,10-K,2019-02-22,CY2016Q4I,MCD
1278,2017-12-31,33803700000,0000063908-18-000010,2017.0,FY,10-K,2018-02-23,,MCD
1279,2017-12-31,33803700000,0000063908-19-000010,2018.0,FY,10-K,2019-02-22,,MCD
1280,2017-12-31,33803700000,0000063908-20-000022,2019.0,FY,10-K,2020-02-26,CY2017Q4I,MCD
1281,2018-12-31,32811200000,0000063908-19-000010,2018.0,FY,10-K,2019-02-22,,MCD
1282,2018-12-31,32811200000,0000063908-20-000022,2019.0,FY,10-K,2020-02-26,,MCD
1283,2018-12-31,32811200000,0000063908-21-000013,2020.0,FY,10-K,2021-02-23,CY2018Q4I,MCD
1284,2019-12-31,47510800000,0000063908-20-000022,2019.0,FY,10-K,2020-02-26,,MCD
1285,2019-12-31,47510800000,0000063908-21-000013,2020.0,FY,10-K,2021-02-23,,MCD
1286,2019-12-31,47510800000,0000063908-22-000011,2021.0,FY,10-K,2022-02-24,CY2019Q4I,MCD
1287,2020-12-31,52626800000,0000063908-21-000013,2020.0,FY,10-K,2021-02-23,,MCD
1288,2020-12-31,52626800000,0000063908-22-000011,2021.0,FY,10-K,2022-02-24,,MCD
1289,2020-12-31,52626800000,0000063908-23-000012,2022.0,FY,10-K,2023-02-24,CY2020Q4I,MCD
1290,2021-12-31,53854300000,0000063908-22-000011,2021.0,FY,10-K,2022-02-24,,MCD
1291,2021-12-31,53854300000,0000063908-23-000012,2022.0,FY,10-K,2023-02-24,,MCD
1292,2021-12-31,53854300000,0000063908-24-000072,2023.0,FY,10-K,2024-02-22,CY2021Q4I,MCD
1293,2022-12-31,50435600000,0000063908-23-000012,2022.0,FY,10-K,2023-02-24,,MCD
1294,2022-12-31,50435600000,0000063908-24-000072,2023.0,FY,10-K,2024-02-22,CY2022Q4I,MCD
1295,2023-12-31,56146800000,0000063908-24-000072,2023.0,FY,10-K,2024-02-22,,MCD
1296,2018-09-29,98598000000,0001744489-19-000225,2019.0,FY,10-K,2019-11-20,CY2018Q3I,DIS
1297,2019-09-28,193984000000,0001744489-19-000225,2019.0,FY,10-K,2019-11-20,,DIS
1298,2019-09-28,193984000000,0001744489-20-000197,2020.0,FY,10-K,2020-11-25,,DIS
1299,2020-10-03,201549000000,0001744489-20-000197,2020.0,FY,10-K,2020-11-25,,DIS
1300,2020-10-03,201549000000,0001744489-21-000220,2021.0,FY,10-K,2021-11-24,CY2020Q3I,DIS
1301,2021-10-02,203609000000,0001744489-21-000220,2021.0,FY,10-K,2021-11-24,,DIS
1302,2021-10-02,203609000000,0001744489-22-000213,2022.0,FY,10-K,2022-11-29,CY2021Q3I,DIS
1303,2022-10-01,203631000000,0001744489-22-000213,2022.0,FY,10-K,2022-11-29,,DIS
1304,2022-10-01,203631000000,0001744489-23-000216,2023.0,FY,10-K,2023-11-21,CY2022Q3I,DIS
1305,2023-09-30,205579000000,0001744489-23-000216,2023.0,FY,10-K,2023-11-21,,DIS
1306,2007-12-31,39713924000,0001047469-10-001018,2009.0,FY,10-K,2010-02-19,CY2007Q4I,ABT
1307,2008-12-31,42419204000,0001047469-10-001018,2009.0,FY,10-K,2010-02-19,,ABT
1308,2008-12-31,42419204000,0001047469-11-001056,2010.0,FY,10-K,2011-02-18,CY2008Q4I,ABT
1309,2009-12-31,52416623000,0001047469-10-001018,2009.0,FY,10-K,2010-02-19,,ABT
1310,2009-12-31,52416623000,0001047469-11-001056,2010.0,FY,10-K,2011-02-18,,ABT
1311,2009-12-31,52581623000,0001047469-12-001216,2011.0,FY,10-K,2012-02-21,CY2009Q4I,ABT
1312,2010-12-31,59462266000,0001047469-11-001056,2010.0,FY,10-K,2011-02-18,,ABT
1313,2010-12-31,60573852000,0001047469-12-001216,2011.0,FY,10-K,2012-02-21,,ABT
1314,2010-12-31,60573852000,0001047469-13-001180,2012.0,FY,10-K,2013-02-15,CY2010Q4I,ABT
1315,2011-12-31,60276893000,0001047469-12-001216,2011.0,FY,10-K,2012-02-21,,ABT
1316,2011-12-31,60276893000,0001047469-13-001180,2012.0,FY,10-K,2013-02-15,,ABT
1317,2011-12-31,60277000000,0001047469-14-001176,2013.0,FY,10-K,2014-02-21,CY2011Q4I,ABT
1318,2012-12-31,67234944000,0001047469-13-001180,2012.0,FY,10-K,2013-02-15,,ABT
1319,2012-12-31,67235000000,0001047469-14-001176,2013.0,FY,10-K,2014-02-21,,ABT
1320,2012-12-31,67235000000,0001047469-15-001377,2014.0,FY,10-K,2015-02-27,CY2012Q4I,ABT
1321,2013-12-31,42953000000,0001047469-14-001176,2013.0,FY,10-K,2014-02-21,,ABT
1322,2013-12-31,42953000000,0001047469-15-001377,2014.0,FY,10-K,2015-02-27,,ABT
1323,2013-12-31,42937000000,0001047469-16-010246,2015.0,FY,10-K,2016-02-19,CY2013Q4I,ABT
1324,2014-12-31,41275000000,0001047469-15-001377,2014.0,FY,10-K,2015-02-27,,ABT
1325,2014-12-31,41207000000,0001047469-16-010246,2015.0,FY,10-K,2016-02-19,,ABT
1326,2014-12-31,41207000000,0001047469-17-000744,2016.0,FY,10-K,2017-02-17,CY2014Q4I,ABT
1327,2015-12-31,41247000000,0001047469-16-010246,2015.0,FY,10-K,2016-02-19,,ABT
1328,2015-12-31,41247000000,0001047469-17-000744,2016.0,FY,10-K,2017-02-17,,ABT
1329,2015-12-31,41247000000,0001047469-18-000856,2017.0,FY,10-K,2018-02-16,CY2015Q4I,ABT
1330,2016-12-31,52666000000,0001047469-17-000744,2016.0,FY,10-K,2017-02-17,,ABT
1331,2016-12-31,52666000000,0001047469-18-000856,2017.0,FY,10-K,2018-02-16,,ABT
1332,2016-12-31,52666000000,0001047469-19-000624,2018.0,FY,10-K,2019-02-22,CY2016Q4I,ABT
1333,2017-12-31,76250000000,0001047469-18-000856,2017.0,FY,10-K,2018-02-16,,ABT
1334,2017-12-31,76250000000,0001047469-19-000624,2018.0,FY,10-K,2019-02-22,,ABT
1335,2017-12-31,76250000000,0001104659-20-023904,2019.0,FY,10-K,2020-02-21,CY2017Q4I,ABT
1336,2018-12-31,67173000000,0001047469-19-000624,2018.0,FY,10-K,2019-02-22,,ABT
1337,2018-12-31,67173000000,0001104659-20-023904,2019.0,FY,10-K,2020-02-21,,ABT
1338,2018-12-31,67173000000,0001104659-21-025751,2020.0,FY,10-K,2021-02-19,CY2018Q4I,ABT
1339,2019-12-31,67887000000,0001104659-20-023904,2019.0,FY,10-K,2020-02-21,,ABT
1340,2019-12-31,67887000000,0001104659-21-025751,2020.0,FY,10-K,2021-02-19,CY2019Q4I,ABT
1341,2020-12-31,72548000000,0001104659-21-025751,2020.0,FY,10-K,2021-02-19,,ABT
1342,2020-12-31,72548000000,0001104659-22-025141,2021.0,FY,10-K,2022-02-18,CY2020Q4I,ABT
1343,2021-12-31,75196000000,0001104659-22-025141,2021.0,FY,10-K,2022-02-18,,ABT
1344,2021-12-31,75196000000,0001628280-23-004026,2022.0,FY,10-K,2023-02-17,CY2021Q4I,ABT
1345,2022-12-31,74438000000,0001628280-23-004026,2022.0,FY,10-K,2023-02-17,,ABT
1346,2022-12-31,74438000000,0001628280-24-005348,2023.0,FY,10-K,2024-02-16,CY2022Q4I,ABT
1347,2023-12-31,73214000000,0001628280-24-005348,2023.0,FY,10-K,2024-02-16,,ABT
1348,2008-12-31,11923000000,0001140361-10-007923,2009.0,FY,10-K,2010-02-23,CY2008Q4I,TXN
1349,2009-12-31,12119000000,0001140361-10-007923,2009.0,FY,10-K,2010-02-23,,TXN
1350,2009-12-31,12119000000,0001140361-11-012312,2010.0,FY,10-K,2011-02-25,CY2009Q4I,TXN
1351,2010-12-31,13401000000,0001140361-11-012312,2010.0,FY,10-K,2011-02-25,,TXN
1352,2010-12-31,13401000000,0000097476-12-000010,2011.0,FY,10-K,2012-02-24,CY2010Q4I,TXN
1353,2011-12-31,20497000000,0000097476-12-000010,2011.0,FY,10-K,2012-02-24,,TXN
1354,2011-12-31,20497000000,0000097476-13-000009,2012.0,FY,10-K,2013-02-22,,TXN
1355,2012-12-31,20021000000,0000097476-13-000009,2012.0,FY,10-K,2013-02-22,,TXN
1356,2012-12-31,20021000000,0000097476-14-000007,2013.0,FY,10-K,2014-02-24,CY2012Q4I,TXN
1357,2013-12-31,18938000000,0000097476-14-000007,2013.0,FY,10-K,2014-02-24,,TXN
1358,2013-12-31,18938000000,0000097476-15-000003,2014.0,FY,10-K,2015-02-24,CY2013Q4I,TXN
1359,2014-12-31,17722000000,0000097476-15-000003,2014.0,FY,10-K,2015-02-24,,TXN
1360,2014-12-31,17372000000,0001564590-16-013126,2015.0,FY,10-K,2016-02-24,CY2014Q4I,TXN
1361,2015-12-31,16230000000,0001564590-16-013126,2015.0,FY,10-K,2016-02-24,,TXN
1362,2015-12-31,16230000000,0001564590-17-002142,2016.0,FY,10-K,2017-02-23,CY2015Q4I,TXN
1363,2016-12-31,16431000000,0001564590-17-002142,2016.0,FY,10-K,2017-02-23,,TXN
1364,2016-12-31,16431000000,0001564590-18-002832,2017.0,FY,10-K,2018-02-22,CY2016Q4I,TXN
1365,2017-12-31,17642000000,0001564590-18-002832,2017.0,FY,10-K,2018-02-22,,TXN
1366,2017-12-31,17642000000,0001564590-19-003839,2018.0,FY,10-K,2019-02-22,CY2017Q4I,TXN
1367,2018-12-31,17137000000,0001564590-19-003839,2018.0,FY,10-K,2019-02-22,,TXN
1368,2018-12-31,17137000000,0000097476-20-000009,2019.0,FY,10-K,2020-02-20,CY2018Q4I,TXN
1369,2019-12-31,18018000000,0000097476-20-000009,2019.0,FY,10-K,2020-02-20,,TXN
1370,2019-12-31,18018000000,0000097476-21-000006,2020.0,FY,10-K,2021-02-05,CY2019Q4I,TXN
1371,2020-12-31,19351000000,0000097476-21-000006,2020.0,FY,10-K,2021-02-05,,TXN
1372,2020-12-31,19351000000,0000097476-22-000009,2021.0,FY,10-K,2022-02-04,CY2020Q4I,TXN
1373,2021-12-31,24676000000,0000097476-22-000009,2021.0,FY,10-K,2022-02-04,,TXN
1374,2021-12-31,24676000000,0000097476-23-000007,2022.0,FY,10-K,2023-02-03,CY2021Q4I,TXN
1375,2022-12-31,27207000000,0000097476-23-000007,2022.0,FY,10-K,2023-02-03,,TXN
1376,2022-12-31,27207000000,0000097476-24-000007,2023.0,FY,10-K,2024-02-02,CY2022Q4I,TXN
1377,2023-12-31,32348000000,0000097476-24-000007,2023.0,FY,10-K,2024-02-02,,TXN
1378,2009-08-31,12255734000,0001193125-10-235847,2010.0,FY,10-K,2010-10-26,CY2009Q3I,ACN
1379,2010-08-31,12835253000,0001193125-10-235847,2010.0,FY,10-K,2010-10-26,,ACN
1380,2010-08-31,12835253000,0001193125-11-277309,2011.0,FY,10-K,2011-10-21,CY2010Q3I,ACN
1381,2011-08-31,15731510000,0001193125-11-277309,2011.0,FY,10-K,2011-10-21,,ACN
1382,2011-08-31,15731510000,0001467373-12-000170,2012.0,FY,10-K,2012-10-30,CY2011Q3I,ACN
1383,2012-08-31,16665415000,0001467373-12-000170,2012.0,FY,10-K,2012-10-30,,ACN
1384,2012-08-31,16665415000,0001467373-13-000482,2013.0,FY,10-K,2013-10-29,CY2012Q3I,ACN
1385,2013-08-31,16867049000,0001467373-13-000482,2013.0,FY,10-K,2013-10-29,,ACN
1386,2013-08-31,16867049000,0001467373-14-000467,2014.0,FY,10-K,2014-10-24,CY2013Q3I,ACN
1387,2014-08-31,17930452000,0001467373-14-000467,2014.0,FY,10-K,2014-10-24,,ACN
1388,2014-08-31,17930452000,0001467373-15-000457,2015.0,FY,10-K,2015-10-30,CY2014Q3I,ACN
1389,2015-08-31,18266058000,0001467373-15-000457,2015.0,FY,10-K,2015-10-30,,ACN
1390,2015-08-31,18202647000,0001467373-16-001080,2016.0,FY,10-K,2016-10-28,CY2015Q3I,ACN
1391,2016-08-31,20609004000,0001467373-16-001080,2016.0,FY,10-K,2016-10-28,,ACN
1392,2016-08-31,20609004000,0001467373-17-000430,2017.0,FY,10-K,2017-10-26,CY2016Q3I,ACN
1393,2017-08-31,22689890000,0001467373-17-000430,2017.0,FY,10-K,2017-10-26,,ACN
1394,2017-08-31,22689890000,0001467373-18-000318,2018.0,FY,10-K,2018-10-24,CY2017Q3I,ACN
1395,2018-08-31,24449083000,0001467373-18-000318,2018.0,FY,10-K,2018-10-24,,ACN
1396,2018-08-31,24449083000,0001467373-19-000339,2019.0,FY,10-K,2019-10-29,CY2018Q3I,ACN
1397,2019-08-31,29789880000,0001467373-19-000339,2019.0,FY,10-K,2019-10-29,,ACN
1398,2019-08-31,29789880000,0001467373-20-000376,2020.0,FY,10-K,2020-10-22,CY2019Q3I,ACN
1399,2020-08-31,37078593000,0001467373-20-000376,2020.0,FY,10-K,2020-10-22,,ACN
1400,2020-08-31,37078593000,0001467373-21-000229,2021.0,FY,10-K,2021-10-15,CY2020Q3I,ACN
1401,2021-08-31,43175843000,0001467373-21-000229,2021.0,FY,10-K,2021-10-15,,ACN
1402,2021-08-31,43175843000,0001467373-22-000295,2022.0,FY,10-K,2022-10-12,CY2021Q3I,ACN
1403,2022-08-31,47263390000,0001467373-22-000295,2022.0,FY,10-K,2022-10-12,,ACN
1404,2022-08-31,47263390000,0001467373-23-000324,2023.0,FY,10-K,2023-10-12,CY2022Q3I,ACN
1405,2023-08-31,51245305000,0001467373-23-000324,2023.0,FY,10-K,2023-10-12,,ACN
1406,2008-12-31,797769000000,0000040545-10-000010,2009.0,FY,10-K,2010-02-19,,GE
1407,2009-12-31,781818000000,0000040545-10-000010,2009.0,FY,10-K,2010-02-19,,GE
1408,2009-12-31,781901000000,0001193125-11-047479,2010.0,FY,10-K,2011-02-25,,GE
1409,2009-12-31,781949000000,0000040545-12-000016,2011.0,FY,10-K,2012-02-24,CY2009Q4I,GE
1410,2010-12-31,751216000000,0001193125-11-047479,2010.0,FY,10-K,2011-02-25,,GE
1411,2010-12-31,747793000000,0000040545-12-000016,2011.0,FY,10-K,2012-02-24,,GE
1412,2010-12-31,748491000000,0000040545-13-000036,2012.0,FY,10-K,2013-02-26,CY2010Q4I,GE
1413,2011-12-31,717242000000,0000040545-12-000016,2011.0,FY,10-K,2012-02-24,,GE
1414,2011-12-31,718189000000,0000040545-13-000036,2012.0,FY,10-K,2013-02-26,,GE
1415,2011-12-31,718003000000,0000040554-14-000023,2013.0,FY,10-K,2014-02-27,CY2011Q4I,GE
1416,2012-12-31,685328000000,0000040545-13-000036,2012.0,FY,10-K,2013-02-26,,GE
1417,2012-12-31,684999000000,0000040554-14-000023,2013.0,FY,10-K,2014-02-27,CY2012Q4I,GE
1418,2013-12-31,656560000000,0000040554-14-000023,2013.0,FY,10-K,2014-02-27,,GE
1419,2013-12-31,656560000000,0000040545-15-000030,2014.0,FY,10-K,2015-02-27,,GE
1420,2013-12-31,663247000000,0000040545-16-000145,2015.0,FY,10-K,2016-02-26,,GE
1421,2014-12-31,648349000000,0000040545-15-000030,2014.0,FY,10-K,2015-02-27,,GE
1422,2014-12-31,654954000000,0000040545-16-000145,2015.0,FY,10-K,2016-02-26,,GE
1423,2014-12-31,653931000000,0000040545-17-000010,2016.0,FY,10-K,2017-02-24,CY2014Q4I,GE
1424,2015-12-31,492692000000,0000040545-16-000145,2015.0,FY,10-K,2016-02-26,,GE
1425,2015-12-31,493071000000,0000040545-17-000010,2016.0,FY,10-K,2017-02-24,,GE
1426,2015-12-31,493071000000,0000040545-18-000014,2017.0,FY,10-K,2018-02-23,CY2015Q4I,GE
1427,2016-12-31,365183000000,0000040545-17-000010,2016.0,FY,10-K,2017-02-24,,GE
1428,2016-12-31,365183000000,0000040545-18-000014,2017.0,FY,10-K,2018-02-23,,GE
1429,2016-12-31,359122000000,0000040545-19-000014,2018.0,FY,10-K,2019-02-26,CY2016Q4I,GE
1430,2017-12-31,377945000000,0000040545-18-000014,2017.0,FY,10-K,2018-02-23,,GE
1431,2017-12-31,369245000000,0000040545-19-000014,2018.0,FY,10-K,2019-02-26,CY2017Q4I,GE
1432,2018-12-31,309129000000,0000040545-19-000014,2018.0,FY,10-K,2019-02-26,,GE
1433,2018-12-31,311072000000,0000040545-20-000009,2019.0,FY,10-K,2020-02-24,CY2018Q4I,GE
1434,2019-12-31,266048000000,0000040545-20-000009,2019.0,FY,10-K,2020-02-24,,GE
1435,2019-12-31,265177000000,0000040545-21-000011,2020.0,FY,10-K,2021-02-12,CY2019Q4I,GE
1436,2020-12-31,253452000000,0000040545-21-000011,2020.0,FY,10-K,2021-02-12,,GE
1437,2020-12-31,256211000000,0000040545-22-000008,2021.0,FY,10-K,2022-02-11,CY2020Q4I,GE
1438,2021-12-31,198874000000,0000040545-22-000008,2021.0,FY,10-K,2022-02-11,,GE
1439,2021-12-31,198874000000,0000040545-23-000023,2022.0,FY,10-K,2023-02-10,,GE
1440,2022-12-31,187788000000,0000040545-23-000023,2022.0,FY,10-K,2023-02-10,,GE
1441,2022-12-31,188851000000,0000040545-24-000027,2023.0,FY,10-K,2024-02-02,CY2022Q4I,GE
1442,2023-12-31,163045000000,0000040545-24-000027,2023.0,FY,10-K,2024-02-02,,GE
1443,2008-12-31,202352000000,0001193125-10-041685,2009.0,FY,10-K,2010-02-26,,VZ
1444,2009-12-31,227251000000,0001193125-10-041685,2009.0,FY,10-K,2010-02-26,,VZ
1445,2009-12-31,226907000000,0001193125-11-049476,2010.0,FY,10-K,2011-02-28,CY2009Q4I,VZ
1446,2010-12-31,220005000000,0001193125-11-049476,2010.0,FY,10-K,2011-02-28,,VZ
1447,2010-12-31,220005000000,0001193125-12-077846,2011.0,FY,10-K,2012-02-24,CY2010Q4I,VZ
1448,2011-12-31,230461000000,0001193125-12-077846,2011.0,FY,10-K,2012-02-24,,VZ
1449,2011-12-31,230461000000,0001193125-13-075713,2012.0,FY,10-K,2013-02-26,CY2011Q4I,VZ
1450,2012-12-31,225222000000,0001193125-13-075713,2012.0,FY,10-K,2013-02-26,,VZ
1451,2012-12-31,225222000000,0001193125-14-073266,2013.0,FY,10-K,2014-02-27,CY2012Q4I,VZ
1452,2013-12-31,274098000000,0001193125-14-073266,2013.0,FY,10-K,2014-02-27,,VZ
1453,2013-12-31,274098000000,0001193125-15-057710,2014.0,FY,10-K,2015-02-23,CY2013Q4I,VZ
1454,2014-12-31,232708000000,0001193125-15-057710,2014.0,FY,10-K,2015-02-23,,VZ
1455,2014-12-31,232616000000,0001193125-16-473367,2015.0,FY,10-K,2016-02-23,,VZ
1456,2015-12-31,244640000000,0001193125-16-473367,2015.0,FY,10-K,2016-02-23,,VZ
1457,2015-12-31,244175000000,0001193125-17-050292,2016.0,FY,10-K,2017-02-21,CY2015Q4I,VZ
1458,2016-12-31,244180000000,0001193125-17-050292,2016.0,FY,10-K,2017-02-21,,VZ
1459,2016-12-31,244180000000,0000732712-18-000009,2017.0,FY,10-K,2018-02-23,,VZ
1460,2017-12-31,257143000000,0000732712-18-000009,2017.0,FY,10-K,2018-02-23,,VZ
1461,2017-12-31,257143000000,0000732712-19-000012,2018.0,FY,10-K,2019-02-15,,VZ
1462,2018-12-31,264829000000,0000732712-19-000012,2018.0,FY,10-K,2019-02-15,,VZ
1463,2018-12-31,264829000000,0000732712-20-000014,2019.0,FY,10-K,2020-02-21,CY2018Q4I,VZ
1464,2019-12-31,291727000000,0000732712-20-000014,2019.0,FY,10-K,2020-02-21,,VZ
1465,2019-12-31,291727000000,0000732712-21-000012,2020.0,FY,10-K,2021-02-25,CY2019Q4I,VZ
1466,2020-12-31,316481000000,0000732712-21-000012,2020.0,FY,10-K,2021-02-25,,VZ
1467,2020-12-31,316481000000,0000732712-22-000008,2021.0,FY,10-K,2022-02-11,CY2020Q4I,VZ
1468,2021-12-31,366596000000,0000732712-22-000008,2021.0,FY,10-K,2022-02-11,,VZ
1469,2021-12-31,366596000000,0000732712-23-000012,2022.0,FY,10-K,2023-02-10,CY2021Q4I,VZ
1470,2022-12-31,379680000000,0000732712-23-000012,2022.0,FY,10-K,2023-02-10,,VZ
1471,2022-12-31,379680000000,0000732712-24-000010,2023.0,FY,10-K,2024-02-09,CY2022Q4I,VZ
1472,2023-12-31,380255000000,0000732712-24-000010,2023.0,FY,10-K,2024-02-09,,VZ
1473,2009-07-31,4826000000,0000950123-10-086635,2010.0,FY,10-K,2010-09-16,CY2009Q2I,INTU
1474,2010-07-31,5198000000,0000950123-10-086635,2010.0,FY,10-K,2010-09-16,,INTU
1475,2010-07-31,5198000000,0000896878-11-000093,2011.0,FY,10-K,2011-09-14,CY2010Q2I,INTU
1476,2011-07-31,5110000000,0000896878-11-000093,2011.0,FY,10-K,2011-09-14,,INTU
1477,2011-07-31,5110000000,0000896878-12-000146,2012.0,FY,10-K,2012-09-13,CY2011Q2I,INTU
1478,2012-07-31,4684000000,0000896878-12-000146,2012.0,FY,10-K,2012-09-13,,INTU
1479,2012-07-31,4684000000,0000896878-13-000149,2013.0,FY,10-K,2013-09-13,CY2012Q2I,INTU
1480,2013-07-31,5486000000,0000896878-13-000149,2013.0,FY,10-K,2013-09-13,,INTU
1481,2013-07-31,5486000000,0000896878-14-000163,2014.0,FY,10-K,2014-09-12,CY2013Q2I,INTU
1482,2014-07-31,5201000000,0000896878-14-000163,2014.0,FY,10-K,2014-09-12,,INTU
1483,2014-07-31,5201000000,0000896878-15-000116,2015.0,FY,10-K,2015-09-01,CY2014Q2I,INTU
1484,2015-07-31,4968000000,0000896878-15-000116,2015.0,FY,10-K,2015-09-01,,INTU
1485,2015-07-31,4968000000,0000896878-16-000286,2016.0,FY,10-K,2016-09-01,CY2015Q2I,INTU
